title,ingredients,time,ratings,type,instructions
Finocchi gratinati in padella,"['Finocchi', 'Pangrattato senzalutine', 'Olive taggiasche', ""Scorza d'arancia"", 'Cerfoglio secco', 'Origano secco', 'Prezzemolo secco', 'Ros secco', 'Timo secco', 'Acqua', ""Olio  d'oliva"", 'Sale']",30,3.7,Contorni,"Per preparare i finocchi gratinati in padella, per prima cosa lavate e pulite i finocchi eliminando la base e la parte superiore, poi rimuovete lo strato più esterno. Dividete i finocchi a metà e tagliateli a fettine sottili 1 ; dovrete ottenere circa 900 g di finocchi puliti. Trasferite i finocchi in una ciotola e condite con 15 g di olio 2 e il mix di origano, prezzemolo, rosmarino e timo secchi 3 .
Unite anche il sale 4 e il cerfoglio 5 , poi mescolate bene per insaporire 6 .
Passate alla cottura: scaldate l’olio rimanente in un’ampia padella, versate i finocchi e cuocete per 5 minuti a fiamma vivace 7 . A questo punto aggiungete la scorza d’arancia grattugiata 8 e l’acqua 9 , abbassate la fiamma e cuocete con il coperchio per 10 minuti.
Trascorso questo tempo unite le olive 10 e il pangrattato 11 , poi alzate nuovamente la fiamma e mescolate per circa un minuto finché la panatura non risulterà dorata 12 . I vostri finocchi gratinati in padella sono pronti per essere serviti!"
Torta bicolore,"['Farina', 'Zucchero', 'Uova', 'Olio di semi di mais', 'Latte intero', 'Baccello di vaniglia', 'Sale', 'Lievito in polvere per dolci', 'Cacao amaro in polvere', 'Zucchero a velo']",70,4.3,Dolci,"Per preparare la torta bicolore come prima cosa mettete le uova in una ciotola insieme al pizzico di sale 1 . Montatele con le fruste elettriche per alcuni secondi 2 e non appena l’impasto diventerà schiumoso aggiungete lo zucchero 3
e i semini che avrete prelevato dal baccello di vaniglia 4 . Montate ancora per 5 minuti 5 , fino ad ottenere un composto gonfio e spumoso 6 .
Aggiungete l’olio 7 e il latte 8 . Montate ancora per 2 minuti 9 .
Aggiungete metà della farina setacciandola 10 e mescolate ancora con le fruste, fino a che non sarà assorbita 11 . Aggiungete poi la farina rimasta, sempre setacciandola 12
e mescolate ancora con le fruste 13 . Unite anche il lievito setacciato 14 e incorporatelo al resto mescolando con le fruste elettriche 15 .
Mescolate in ultimo con una spatola, poi dividete l’impasto a metà, trasferendolo in due ciotole in egual misura. In una delle 2 ciotole aggiungete il cacao setacciato 17 e amalgamatelo all’impasto con l’aiuto delle fruste elettriche 18 .
Imburrate una tortiera di 22 cm. Versate metà dell’impasto chiaro nella tortiera 19 , stendetelo con una spatola 20 , e versate sopra tutto l’impasto al cacao 21 .
Completate con il restante impasto chiaro 22 e se dovesse essere necessario lisciatelo delicatamente 23 . Cuocete in forno statico preriscaldato a 170° per 50 minuti. Fate sempre la prova dello stecchino prima di sfornare il dolce 24 .
Lasciate raffreddare, trasferite la torta su un piatto 25 e decoratela con lo zucchero a velo 26 . La torta bicolore è pronta per essere servita 27 ."
Chimichurri,"['Prezzemolo', 'Aglio  spicchi', 'Peperoncino secco piccoli', 'Origano secco', 'Timo secco', 'Cumino in polvere', 'Sale', 'Pepe nero', 'Acqua', ""Olio  d'oliva"", 'Aceto di vino bianco']",10,3.5,Salse e Sughi,"Per realizzare preparare il chimichurri prendete una ciotola e versate all’interno il timo secco 1 , l’origano secco 2 e il peperoncino sbriciolato 3 .
Unite il cumino in polvere 4 , il pepe nero 5 e gli spicchi di aglio schiacciati 6 .
Aggiungete anche le foglie di prezzemolo che avrete precedentemente lavato e asciugato 7 , il sale, l’aceto 8 e l’acqua 9 .
Infine versate l’olio extravergine di oliva 10 e mescolate bene 11 . Lasciate riposare a temperatura ambiente per almeno un’ora prima di servire il vostro chimichurri 12 !"
Cheesecake alla zucca con ragnatela,"['Zucchero', 'Cannella in polvere', 'Zenzero', 'Succo di limone', 'Zucca polpa', 'Formaggio fresco spalmabile', 'Uova medie', 'Tuorli', 'Panna fresca liquida', 'Salerosso', 'Acqua', 'Biscotti Digestive', 'Burro', 'Zucchero di canna', 'Acqua', 'Cioccolato fondente', 'Caramelle di zucchero colorate']",80,4.4,Dolci,"Per preparare la cheesecake alla zucca iniziate a preparare la base di biscotti: mettete nel mixer i biscotti secchi e due cucchiai di zucchero di canna 1 e frullate il tutto fino ad ottenere un composto farinoso. Versate la polvere di biscotti in una ciotola, poi sciogliete il burro e amalgamatelo ai biscotti 2 . Quando il composto sarà pronto trasferitelo in una teglia di 24 cm di circonferenza, imburrata e foderata di carta forno e servendovi di un cucchiaio, pressate il composto sul fondo 3 , facendolo aderire anche sui lati. Per appiattire bene i biscotti bagnate la base con 30 gr di acqua. Ponete la teglia in frigo per almeno 30 minuti e nel frattempo preparate l' impasto della torta.
Per prima cosa preparate la zucca: lavatela, sbucciatela e tagliate la polpa a pezzetti, quindi cuocetela in una pentola a fuoco medio con 60 gr di acqua per 20 minuti 4 . Mettete nel mixer il formaggio fresco e lo zucchero 5 insieme alla polpa di zucca, ammorbidita e fredda 6 . Azionate il mixer e fate amalgamare il tutto per qualche minuto.
A questo punto, aggiungete lo zenzero, la cannella, il sale e il succo di limone 7 , la panna fresca 8 e le uova 9 . Azionate ancora il mixer: il risultato dovrà essere liscio, cremoso e omogeneo.
Versate il composto ottenuto nella teglia 10 e infornate la vostra cheesecake in forno preriscaldato a 190° per 50 minuti. Una volta pronta lasciatela intiepidire in forno per far si che non si abbassi, poi tiratela fuori e fatela raffreddare per bene 11 . Passate alla decorazione: fate sciogliere a bagnomaria 100 g di cioccolato fondente tritato e, con una siringa per dolci dal beccuccio sottile (se non l'avete utilizzate un cono di carta forno) disegnate sulla cheesecake una ragnatela 12 . Scegliete un angolino della ragnatela e disegnate anche le zampe di un ragnetto; per il corpo usate una caramella tonda scura o un cioccolatino. Mettete in frigo per almeno 3 ore....ed ecco pronta la vostra cheesecake alla zucca con ragnatela!"
Ciambella tiramisù,"['Uova', 'Zucchero', 'Mascarpone', 'Farina', 'Cacao amaro in polvere', 'Caffè', 'Lievito in polvere per dolci', 'Latte intero', 'Sale']",65,4.6,Dolci,"Per preparare la ciambella tiramisù, preparate il caffè con la moka e fatelo intiepidire. Versate in una ciotola lo zucchero e le uova 1 . Lavorate con le fruste elettriche per un paio di minuti 2 . Quando saranno gonfie e spumose aggiungete un pizzico di sale 3
e il mascarpone 4 . Lavorate nuovamente con le fruste elettriche per qualche secondo. Aggiungete la farina setacciata 5 e il lievito 6 .
Incorporate farina e lievito mescolando il composto con una spatola 7 , fino a che non risulterà liscio ed omogeneo 8 . A questo punto dividetelo in 3 parti uguali in 3 ciotoline 9 .
In una delle 3 ciotoline versate il cacao setacciato e 20 g di caffè 10 . Mescolate con una spatola 12 per amalgamare tutti gli ingredienti.
In un'altra ciotolina versate il restante caffè 13 e mescolate con una spatola per uniformare il composto 14 . Versate il latte nell' impasto bianco 15
e mescolate anche questo, dovrete ottenere un impasto liscio ed omogeneo 16 . Imburrate e infarinate uno stampo da ciambella da 20 cm alla base e 22 cm in superficie. Riprendete l'impasto al cacao e versatelo sul fondo dello stampo 17 . Spargetelo su tutta la superficie poi sistemate sopra a questo impasto quello al caffè 18 sempre spargendolo su tutta la superficie.
In ultimo fate la stessa cosa con l'impasto bianco 19 . In questo modo otterrete 3 strati differenti 20 . Cuocete in forno statico preriscaldato a 180° per circa 40 minuti nel ripiano centrale. Sfornate 21 e lasciate raffreddare completamente.
Sformate poi la ciambella e trasferite in un piatto da portata 22 . Spolverizzate con il cacao amaro 23 e servite la vostra ciambella tiramisù 24 ."
Polpette in bianco,"['Carne di suino macinata', 'Mortadella', 'Parmigiano Reggiano', 'Latte intero', 'Pangrattato', 'Uova', 'Vino bianco', 'Prezzemolo', 'Farina', 'Sale', 'Pepe nero', ""Olio  d'oliva""]",25,4.7,Secondi piatti,"Per preparare le vostre polpette, tritate il prezzemolo. Poi tagliate e tritate anche la mortadella finemente 1 2 . Versatela in ciotola insieme alla carne macinata 3 .
Unite il prezzemolo tritato 4 , il pangrattato 5 , il Parmigiano Reggiano DOP 6 ,
il sale 7 , il pepe e l’uovo 8 . Mescolate con una forchetta e quando avrete ottenuto un composto omogeneo aggiungete il latte 9 .
Mescolate ancora fino ad ottenere un impasto uniforme 10 . Formate le polpette: prelevate circa 20 g di impasto con le mani umide e date una forma tonda 11 . Passate le polpette nella farina 12 .
Man mano sistematele su un vassoio 13 : con queste dosi ne otterrete circa 36. Scaldate un filo d'olio in padella antiaderente ampia. Quando sarà caldo aggiungete le polpette 14 e rosolatele su tutti i lati, girandole delicatamente 15 .
Cuocete per 5-6 minuti, mescolando di tanto in tanto. Quando saranno cotte 16 sfumate le polpette con il vino bianco 17 e aspettato fino a che l'alcol non sarà evaporato completamente: altri 5 minuti basteranno, in totale le polpette in bianco cuoceranno per una decina di minuti. Non vi resta che servirle 18 !"
Involtini di lonza al limone,"['Lonza di maiale', 'Pane mollica', ""Scorza d'arancia"", 'Scorza di limone', ""Olio  d'oliva"", 'Timo  rametti', 'Maggiorana  rametti', 'Prezzemolo riccio  rametti', 'Pepe nero', 'Sale']",35,4.6,Secondi piatti,"Per preparare gli involtini di lonza al limone iniziate dalla farcitura: prendete una pagnotta, eliminate la crosta con un coltello 1 e tagliate a cubetti la mollica 2 . Trasferite la mollica in un mixer, aromatizzate con il prezzemolo riccio 3 ,
le foglioline di maggiorana, il timo 4 poi grattugiate la scorza di un’arancia 5 e quella di un limone 6 ,
condite con l’olio di oliva 7 e sminuzzate il composto fino ad ottenere un impasto sabbioso e ben amalgamato 8 . Tenete da parte il ripieno e occupatevi della carne: ponete le fettine di lonza tra due fogli di carta da forno e battete con il batticarne 9 per renderle sottili e tenere, inoltre questo procedimento eviterà di rompere le fibre della carne.
Salate la lonza 10 e spalmate il composto di mollica sulle fette aiutandovi con un cucchiaio 11 , conservate qualche cucchiaio di ripieno. Ora arrotolate le fettine 12
e fermatele con uno stecchino 13 . Una volta composti gli involtini, trasferiteli in una teglia da forno oleata, ricopriteli con il composto di mollica e irrorateli con un filo di olio di oliva 14 . Cuocete gli involtini in forno preriscaldato statico a 180° per 15 minuti (o in forno ventilato a 160° per 10 minuti). A cottura ultimata servite gli involtini di lonza al limone ben caldi accompagnandoli con una fresca insalatina 15 !"
Flan di topinambur,"['Topinambur', 'Patate', 'Uova medie', 'Aglio', 'Ros  rametto', 'Acqua', 'Sale', 'Pepe nero', 'Erba cipollina', ""Olio  d'oliva""]",75,4.2,Antipasti,"Per preparare il flan topinambur potete iniziare a pulire il tubero: eliminate la scorza esterna con un pelapatate 1 , quindi sciacquatelo sotto acqua corrente e tagliatelo a dadini 2 ; alla fine dovrete ottenere circa 750 g di topinambur pulito. In una padella capiente, versate un filo d'olio e uno spicchio d'aglio sbucciato e tagliato a fettine sottili 3 .
Fate dorare leggermente l'aglio in padella 4 , quindi versate i dadini di topinambur, mescolate poi salate 5 e pepate a piacere. Quindi lasciate cuocere il topinambur per circa 10 minuti. Intanto con un pelaverdure sbucciate le patate 6 ,
tagliatele a dadini piccoli 7 per velocizzare la cottura; in un tegame capiente, versate l'olio 8 e aggiungete le patate 9 .
Aggiungete un rametto di rosmarino 10 , sale e pepe a piacere e lasciate cuocere per 10 minuti. Mescolate di tanto in tanto per far rosolare bene i dadini di patate, quando saranno ben dorati spegnete il fuoco 11 . In un mixer versate il topinambur cotto 12 .
Aggiungete anche le patate 13 , poi frullate il tutto. Quindi aggiungete le uova 14 e l'erba cipollina a pezzetti 15 .
Fate andare il mixer fino ad ottenere un composto omogeneo e cremoso 16 . Quindi preparate gli stampini in alluminio della capacità di 125 ml, spennellateli con un po' di olio 17 e poi rivestiteli di carta da forno: ritagliate un cerchio per il fondo e delle strisce per il bordo in modo da ricoprire interamente gli stampi 18 .
Quindi con un mestolo versate il composto di topinambur e patate all'interno di ciascuno stampino 19 lasciando mezzo centimetro dal bordo. Posizionate gli stampini in una teglia dai bordi alti e versate dell'acqua a filo con la base dei tortini 20 . Fate cuocere in forno statico preriscaldato a 180° per 40-45 minuti. Dopodichè sfornate i tortini, metteteli su una leccarda e passateli al grill per 5 minuti. Poi toglieteli dal forno 21 .
Sfornate i flan di topinambur lasciateli intiepidire, poi sformateli capovolgendoli su un tagliere (22-23). Potete servirli decorandoli con un rametto di erba cipollina 24 e mangiarli tiepidi o anche freddi come aperitivo o contorno sfizioso!"
Latte alla portoghese,"['Latte intero', 'Zucchero', 'Uova', 'Tuorli', 'Baccello di vaniglia', 'Zucchero', 'Acqua']",100,4.7,Dolci,"Per preparare il latte alla portoghese per prima cosa versate il latte in un pentolino e aggiungete la bacca di vaniglia che avrete precedentemente inciso per il lungo 1 . Portate a sfiorare il bollore a fuoco dolce. Nel frattempo mettete le uova, i tuorli e lo zucchero in una ciotola capiente 2 e amalgamate il tutto con una frusta manuale 3 .
Quando il latte sarà caldo rimuovete la bacca di vaniglia 4 e unitelo al composto di uova 5 , mescolando bene con la frusta 6 . Tenete il composto da parte e occupatevi del caramello.
Versate l’acqua in un pentolino 7 , aggiungete lo zucchero 8 e mettete sul fuoco a fiamma media fino a quando assumerà un bel colore ambrato 9 .
A questo punto versate il caramello caldo in uno stampo a ciambella del diametro superiore di 20 cm, inferiore di 15 cm e altezza di 8 cm 10 . Lasciatelo raffreddare per un paio di minuti, poi aggiungete il composto di uova 11 . Sistemate lo stampo all’interno di una teglia dai bordi alti che riempirete con qualche centimetro di acqua e cuocete a bagnomaria in forno statico preriscaldato a 160° per circa 75 minuti 12 .
Trascorso il tempo di cottura 13 , sfornate il latte alla portoghese e lasciatelo intiepidire, poi mettetelo a raffreddare in frigorifero per almeno un’ora. Una volta raffreddato sformatelo delicatamente capovolgendo lo stampo su un piatto da portata 14 . Il vostro latte alla portoghese è pronto per essere servito 15 !"
Pane in cassetta,"['Farina', 'Acqua', ""Olio  d'oliva"", 'Burro', 'Lievito di birra fresco', 'Sale', ""Olio  d'oliva""]",70,4.5,Lievitati,"Per preparare il pane in cassetta iniziate dall'impasto. Versate il lievito di birra fresco nell’acqua a temperatura ambiente 1 e mescolate per scioglierlo completamente 2 . In una planetaria munita di gancio versate la farina 3
e l’acqua con il lievito 4 . Azionate la planetaria a bassa velocità per amalgamare bene tutti gli ingredienti, fino a quando avrete ottenuto un composto liscio e omogeneo 5 . A questo punto unite poco alla volta il burro, avendo cura che venga assorbito completamente prima di aggiungerne dell’altro 5 .
Quando il burro sarà ben assorbito 7 aggiungete il sale 8 e l’olio 9 .
Continuate a lavorare fino a che il composto non si staccherà completamente dai bordi della ciotola e risulterà ben incordato al gancio 10 . Versate l’impasto ottenuto sul piano di lavoro leggermente infarinato 11 e lavoratelo velocemente per dargli la forma di una palla 12 ,
poi trasferitela in una ciotola, coprite con pellicola 13 e lasciate lievitare a temperatura ambiente per circa 1 ora e mezza. Trascorso il tempo di lievitazione 14 , oliate bene uno stampo per pane in cassetta da 25x10x10 cm e il suo coperchio 15 .
Versate l’impasto lievitato sul piano di lavoro leggermente infarinato 16 allargatelo con le mani in modo da ricavare un rettangolo largo 25 cm 17 e poi arrotolatelo su se stesso, tendendo l'impasto 18 .
Dovrete ottenere un filoncino della stessa lunghezza dello stampo 19 . Adagiate il filoncino nello stampo 20 , chiudete con il coperchio 21 e lasciate lievitare a temperatura ambiente per circa 2 ore.
Quando l’impasto avrà raggiunto il bordo dello stampo (si nota dai forellini sul coperchio), cuocete il pane in forno statico preriscaldato a 180° per circa 40 minuti col coperchio chiuso. Il pane sarà pronto quando al cuore avrà raggiunto una temperatura di 96° da misurare con una sonda. Se non avete una sonda sollevate lo stampo, senza scottarvi, bussate sotto e il rumore risulta sordo significa che è cotto. Se non siete sicuri potete proseguire la cottura per altri 5-10 minuti. Una volta cotto, sfornate lo stampo e togliete il coperchio 22 . Aspettate che il pane sia tiepido 23 per toglierlo dallo stampo e lasciarlo raffreddare completamente su una gratella 24 ."
